#           var1             var2            omega           -gamma      Re(dBy/dBz)      Im(dBy/dBz)       Re(dn/dBz)       Im(dn/dBz)
  3.19765145e-01   0.00000000e+00   2.72294134e-01   1.34628473e-30  -6.99536988e-17   5.72957795e+05   1.39138677e+00   3.92559791e-17
  3.21760550e-01   0.00000000e+00   2.73719403e-01  -1.35349699e-31   2.66492744e-17   5.72957795e+05   1.39414608e+00   7.25618825e-17
  3.23768406e-01   0.00000000e+00   2.75150431e-01  -5.05918101e-23   5.79371488e-22   5.72957795e+05   1.39692770e+00   2.21881011e-16
  3.25788791e-01   0.00000000e+00   2.76587222e-01   1.63297279e-23  -8.49141262e-17   5.72957795e+05   1.39973183e+00  -9.77113688e-17
  3.27821785e-01   0.00000000e+00   2.78029777e-01   1.08171456e-31  -4.25426193e-17   5.72957795e+05   1.40255870e+00  -9.41636470e-18
  3.29867464e-01   0.00000000e+00   2.79478097e-01   7.11606153e-32  -1.07590895e-16   5.72957795e+05   1.40540851e+00   4.31978540e-17
  3.31925909e-01   0.00000000e+00   2.80932185e-01  -1.26287199e-22  -6.39896438e-17   5.72957795e+05   1.40828148e+00  -6.03208173e-17
  3.33997199e-01   0.00000000e+00   2.82392040e-01   5.28988020e-23  -5.92031317e-22   5.72957795e+05   1.41117782e+00   4.21316223e-17
  3.36081415e-01   0.00000000e+00   2.83857663e-01   8.52516134e-23   8.57842974e-17   5.72957795e+05   1.41409777e+00  -1.11882241e-17
  3.38178636e-01   0.00000000e+00   2.85329054e-01  -2.38639888e-30   2.64660782e-29   5.72957795e+05   1.41704154e+00   9.94678836e-17
  3.40288945e-01   0.00000000e+00   2.86806212e-01  -1.51241621e-30   1.66974540e-29   5.72957795e+05   1.42000935e+00   2.22537760e-16
  3.42412422e-01   0.00000000e+00   2.88289138e-01   2.44153983e-30  -1.61039977e-17   5.72957795e+05   1.42300144e+00  -6.42661594e-17
  3.44549151e-01   0.00000000e+00   2.89777831e-01   1.97447207e-23  -1.01601779e-16   5.72957795e+05   1.42601804e+00   6.08752035e-17
  3.46699213e-01   0.00000000e+00   2.91272288e-01   1.93327559e-31  -1.40894572e-17   5.72957795e+05   1.42905937e+00   1.53053908e-16
  3.48862691e-01   0.00000000e+00   2.92772508e-01  -5.76532723e-24   4.34395107e-17   5.72957795e+05   1.43212568e+00   1.05559908e-16
  3.51039671e-01   0.00000000e+00   2.94278490e-01   8.94647482e-32   8.70664412e-17   5.72957795e+05   1.43521721e+00  -7.95027451e-17
  3.53230235e-01   0.00000000e+00   2.95790231e-01  -4.81191756e-23  -4.36272480e-17   5.72957795e+05   1.43833418e+00   8.59331357e-17
  3.55434469e-01   0.00000000e+00   2.97307728e-01   1.91277855e-23   8.74461439e-17   5.72957795e+05   1.44147686e+00  -1.24703710e-16
  3.57652458e-01   0.00000000e+00   2.98830977e-01  -3.84881864e-23  -4.38187901e-17   5.72957795e+05   1.44464548e+00   1.95666379e-16
  3.59884287e-01   0.00000000e+00   3.00359976e-01  -1.61420423e-31  -9.60504548e-17   5.72957795e+05   1.44784030e+00  -2.28022465e-17
  3.62130044e-01   0.00000000e+00   3.01894721e-01  -1.73983910e-30  -8.80276262e-17   5.72957795e+05   1.45106156e+00  -2.10784469e-16
  3.64389814e-01   0.00000000e+00   3.03435207e-01  -7.20915801e-23  -4.41115727e-17   5.72957795e+05   1.45430952e+00  -4.55085441e-17
  3.66663686e-01   0.00000000e+00   3.04981428e-01  -2.69937573e-23   9.37979720e-17   5.72957795e+05   1.45758444e+00   1.51416727e-16
  3.68951748e-01   0.00000000e+00   3.06533381e-01  -8.62153418e-23   4.87517553e-17   5.72957795e+05   1.46088657e+00  -2.68897644e-16
  3.71254087e-01   0.00000000e+00   3.08091060e-01  -1.77389201e-31   1.61156585e-22   5.72957795e+05   1.46421619e+00  -1.05160268e-17
  3.73570794e-01   0.00000000e+00   3.09654458e-01  -3.38851803e-23  -4.45143069e-17   5.72957795e+05   1.46757356e+00  -4.67184609e-17
  3.75901957e-01   0.00000000e+00   3.11223570e-01   2.73379538e-32  -2.81239172e-31   5.72957795e+05   1.47095895e+00   5.32476809e-17
  3.78247668e-01   0.00000000e+00   3.12798388e-01  -1.13451086e-22  -4.54796010e-17   5.72957795e+05   1.47437262e+00  -3.02284198e-17
  3.80608016e-01   0.00000000e+00   3.14378904e-01  -3.35013310e-23   4.48257954e-17   5.72957795e+05   1.47781487e+00   2.22263659e-17
  3.82983093e-01   0.00000000e+00   3.15965112e-01  -1.44654857e-31  -4.49305829e-17   5.72957795e+05   1.48128596e+00   1.04000124e-16
  3.85372991e-01   0.00000000e+00   3.17557004e-01   4.89733821e-23   3.87499877e-18   5.72957795e+05   1.48478617e+00   1.14705351e-16
  3.87777803e-01   0.00000000e+00   3.19154570e-01  -2.55427056e-32   4.51438129e-17   5.72957795e+05   1.48831580e+00   2.46008019e-17
  3.90197621e-01   0.00000000e+00   3.20757801e-01  -1.62877145e-23  -3.70793465e-18   5.72957795e+05   1.49187513e+00  -1.38356867e-16
  3.92632539e-01   0.00000000e+00   3.22366688e-01  -1.96483281e-30  -4.53606465e-17   5.72957795e+05   1.49546445e+00   5.80548237e-17
  3.95082652e-01   0.00000000e+00   3.23981222e-01  -8.38075390e-23   8.54845289e-17   5.72957795e+05   1.49908406e+00  -4.95933519e-17
  3.97548054e-01   0.00000000e+00   3.25601390e-01   2.68413835e-31  -4.55811549e-17   5.72957795e+05   1.50273425e+00  -2.03532051e-16
  4.00028841e-01   0.00000000e+00   3.27227184e-01  -1.68662667e-31  -5.28787011e-17   5.72957795e+05   1.50641533e+00  -1.83698144e-16
  4.02525108e-01   0.00000000e+00   3.28858590e-01  -3.84109671e-23   7.55263192e-17   5.72957795e+05   1.51012760e+00  -2.10360963e-16
  4.05036953e-01   0.00000000e+00   3.30495598e-01   1.49225568e-31  -7.40495768e-17   5.72957795e+05   1.51387138e+00   2.10223811e-16
  4.07564472e-01   0.00000000e+00   3.32138194e-01   2.49357367e-30   5.57747605e-17   5.72957795e+05   1.51764697e+00  -1.53606558e-16
  4.10107763e-01   0.00000000e+00   3.33786366e-01  -6.20720860e-23  -2.11665791e-17   5.72957795e+05   1.52145469e+00  -1.29914340e-16
  4.12666925e-01   0.00000000e+00   3.35440100e-01  -2.66516804e-31   4.62654658e-17   5.72957795e+05   1.52529486e+00  -4.99109905e-17
  4.15242057e-01   0.00000000e+00   3.37099383e-01   1.60787623e-30  -5.86374321e-17   5.72957795e+05   1.52916780e+00  -5.65507119e-17
  4.17833258e-01   0.00000000e+00   3.38764200e-01   6.60964611e-32   1.30832536e-17   5.72957795e+05   1.53307384e+00   1.51013872e-16
  4.20440629e-01   0.00000000e+00   3.40434536e-01  -4.35400724e-31   4.15627930e-30   5.72957795e+05   1.53701331e+00   7.27003212e-18
  4.23064271e-01   0.00000000e+00   3.42110376e-01   7.73499499e-31  -7.35425568e-30   5.72957795e+05   1.54098655e+00  -1.91793097e-16
  4.25704284e-01   0.00000000e+00   3.43791702e-01   2.99780371e-31   4.68631156e-17   5.72957795e+05   1.54499389e+00  -5.94347331e-17
  4.28360772e-01   0.00000000e+00   3.45478500e-01   2.99130675e-23  -2.82155594e-22   5.72957795e+05   1.54903568e+00   4.86016249e-17
  4.31033837e-01   0.00000000e+00   3.47170751e-01  -9.43713436e-23  -3.43264258e-17   5.72957795e+05   1.55311226e+00  -1.32393072e-16
  4.33723582e-01   0.00000000e+00   3.48868438e-01  -2.77242226e-23  -1.12435523e-16   5.72957795e+05   1.55722398e+00  -1.92011928e-16
  4.36430112e-01   0.00000000e+00   3.50571543e-01   9.76800065e-24  -2.85918466e-17   5.72957795e+05   1.56137120e+00  -1.19162919e-16
  4.39153531e-01   0.00000000e+00   3.52280047e-01  -8.75755641e-31   8.13207985e-30   5.72957795e+05   1.56555428e+00   1.08606973e-16
  4.41893945e-01   0.00000000e+00   3.53993930e-01  -1.57176341e-31  -2.03573124e-17   5.72957795e+05   1.56977358e+00   1.22030946e-16
  4.44651460e-01   0.00000000e+00   3.55713173e-01   8.15202842e-31  -4.77436896e-17   5.72957795e+05   1.57402946e+00  -1.59375288e-16
  4.47426182e-01   0.00000000e+00   3.57437755e-01  -9.57789912e-33  -2.19325190e-17   5.72957795e+05   1.57832231e+00  -1.29871796e-16
  4.50218219e-01   0.00000000e+00   3.59167654e-01  -4.49056675e-31   7.32958225e-17   5.72957795e+05   1.58265248e+00  -4.58081121e-17
  4.53027679e-01   0.00000000e+00   3.60902850e-01   5.10633783e-35  -4.65153575e-34   5.72957795e+05   1.58702038e+00  -6.20148344e-17
  4.55854671e-01   0.00000000e+00   3.62643319e-01   2.21019819e-31   7.22731316e-17   5.72957795e+05   1.59142637e+00   1.59814684e-16
  4.58699304e-01   0.00000000e+00   3.64389039e-01   1.81981466e-31  -4.84061852e-17   5.72957795e+05   1.59587085e+00   5.58796310e-18
  4.61561687e-01   0.00000000e+00   3.66139985e-01   2.31354568e-31   5.16241983e-17   5.72957795e+05   1.60035422e+00   1.83079971e-16
  4.64441933e-01   0.00000000e+00   3.67896135e-01  -7.79979076e-31   1.23534061e-22   5.72957795e+05   1.60487686e+00   1.73711560e-17
  4.67340152e-01   0.00000000e+00   3.69657463e-01   1.32995668e-30  -1.18904787e-29   5.72957795e+05   1.60943920e+00   1.15983537e-16
  4.70256457e-01   0.00000000e+00   3.71423943e-01  -1.48559218e-22  -4.89560198e-17   5.72957795e+05   1.61404162e+00   1.30540869e-16
  4.73190960e-01   0.00000000e+00   3.73195550e-01   3.59580857e-31  -3.19130435e-30   5.72957795e+05   1.61868455e+00  -4.11567293e-17
  4.76143775e-01   0.00000000e+00   3.74972256e-01  -3.54491085e-31   3.92463248e-17   5.72957795e+05   1.62336841e+00  -2.68206014e-17
  4.79115016e-01   0.00000000e+00   3.76754034e-01  -5.22978489e-31  -1.90134946e-17   5.72957795e+05   1.62809362e+00  -7.34301779e-17
  4.82104799e-01   0.00000000e+00   3.78540856e-01  -2.43142772e-23   2.13458549e-22   5.72957795e+05   1.63286059e+00   2.63859341e-16
  4.85113238e-01   0.00000000e+00   3.80332694e-01  -1.22732213e-22   3.56121444e-17   5.72957795e+05   1.63766978e+00  -1.02691115e-16
  4.88140450e-01   0.00000000e+00   3.82129518e-01  -7.75483204e-31   6.75963072e-30   5.72957795e+05   1.64252162e+00  -8.54027731e-17
  4.91186553e-01   0.00000000e+00   3.83931297e-01   6.10066062e-23  -4.13688639e-22   5.72957795e+05   1.64741654e+00   4.68774326e-17
  4.94251665e-01   0.00000000e+00   3.85738001e-01  -1.24676930e-31   6.61403462e-17   5.72957795e+05   1.65235501e+00   1.28674530e-17
  4.97335903e-01   0.00000000e+00   3.87549598e-01  -6.19810603e-23  -6.57030017e-17   5.72957795e+05   1.65733747e+00   9.38073759e-17
  5.00439388e-01   0.00000000e+00   3.89366057e-01  -2.09113319e-22  -3.55730040e-17   5.72957795e+05   1.66236438e+00   1.95927271e-16
  5.03562239e-01   0.00000000e+00   3.91187343e-01   1.50951365e-32   2.85342101e-17   5.72957795e+05   1.66743621e+00   5.10228253e-17
  5.06704577e-01   0.00000000e+00   3.93013424e-01   1.31271275e-31  -1.12056332e-30   5.72957795e+05   1.67255343e+00  -9.22928675e-17
  5.09866525e-01   0.00000000e+00   3.94844266e-01   2.75993218e-31  -6.40031733e-17   5.72957795e+05   1.67771652e+00  -2.56752889e-16
  5.13048203e-01   0.00000000e+00   3.96679832e-01   3.59961582e-31   6.35895626e-17   5.72957795e+05   1.68292596e+00  -6.86710304e-17
  5.16249736e-01   0.00000000e+00   3.98520087e-01  -2.89960456e-30   8.71287601e-17   5.72957795e+05   1.68818223e+00  -1.00600015e-16
  5.19471247e-01   0.00000000e+00   4.00364995e-01   2.61722641e-23  -2.20415562e-22   5.72957795e+05   1.69348583e+00  -1.24941823e-16
  5.22712861e-01   0.00000000e+00   4.02214518e-01  -7.44228809e-23  -6.23749130e-17   5.72957795e+05   1.69883727e+00  -5.59599587e-18
  5.25974704e-01   0.00000000e+00   4.04068618e-01  -1.84138568e-22   6.19810799e-17   5.72957795e+05   1.70423704e+00   2.61034606e-16
  5.29256901e-01   0.00000000e+00   4.05927256e-01   1.40684410e-23  -6.15880854e-17   5.72957795e+05   1.70968566e+00  -1.69201339e-16
  5.32559579e-01   0.00000000e+00   4.07790392e-01   2.83355296e-30   9.17547593e-18   5.72957795e+05   1.71518365e+00  -9.60995657e-17
  5.35882868e-01   0.00000000e+00   4.09657986e-01   1.40307483e-34  -1.16244494e-33   5.72957795e+05   1.72073153e+00  -4.17232589e-17
  5.39226894e-01   0.00000000e+00   4.11529997e-01  -3.24201033e-33   6.04387297e-17   5.72957795e+05   1.72632984e+00   6.06628472e-18
  5.42591787e-01   0.00000000e+00   4.13406382e-01  -1.78936324e-30   1.47305073e-29   5.72957795e+05   1.73197911e+00  -1.08740682e-17
  5.45977679e-01   0.00000000e+00   4.15287099e-01  -4.98504907e-23  -5.27071448e-17   5.72957795e+05   1.73767988e+00  -9.09832601e-18
  5.49384699e-01   0.00000000e+00   4.17172104e-01  -4.97263070e-32   4.06794284e-31   5.72957795e+05   1.74343271e+00   1.14005512e-17
  5.52812979e-01   0.00000000e+00   4.19061352e-01   1.13719284e-30   5.30581411e-17   5.72957795e+05   1.74923816e+00  -5.06267766e-17
  5.56262653e-01   0.00000000e+00   4.20954798e-01  -1.23846248e-22   5.32368526e-17   5.72957795e+05   1.75509679e+00   1.08588658e-16
  5.59733853e-01   0.00000000e+00   4.22852396e-01   1.58698889e-30  -1.28631280e-29   5.72957795e+05   1.76100917e+00  -1.85309819e-16
  5.63226715e-01   0.00000000e+00   4.24754099e-01  -2.48517669e-23   5.35963646e-17   5.72957795e+05   1.76697588e+00   2.80797721e-16
  5.66741373e-01   0.00000000e+00   4.26659859e-01  -1.86539946e-31  -1.15107135e-16   5.72957795e+05   1.77299750e+00   1.39392004e-18
  5.70277963e-01   0.00000000e+00   4.28569627e-01   1.32072213e-32  -6.04579660e-17   5.72957795e+05   1.77907463e+00  -1.33140732e-16
  5.73836622e-01   0.00000000e+00   4.30483353e-01  -2.52324103e-23   5.44451038e-18   5.72957795e+05   1.78520788e+00   2.83718485e-16
